RAW,SKF
607.78,608.07
607.78,608.07
607.78,608.07
607.80,608.07
607.80,608.07
613.70,608.10
613.70,608.13
608.04,608.12
608.04,608.12
608.04,608.12
607.83,608.12
607.83,608.12
607.81,608.12
607.81,608.12
607.81,608.12
607.74,608.11
607.74,608.11
607.66,608.11
607.66,608.11
607.66,608.10
607.64,608.10
607.64,608.10
607.66,608.10
607.66,608.09
607.62,608.09
607.62,608.09
607.62,608.09
607.58,608.08
607.58,608.08
611.76,608.10
611.76,608.12
611.76,608.14
607.38,608.14
607.38,608.13
607.69,608.13
607.69,608.13
607.69,608.13
607.54,608.12
607.54,608.12
607.72,608.12
607.72,608.11
607.72,608.11
607.57,608.11
607.57,608.11
607.84,608.10
607.84,608.10
607.81,608.10
607.81,608.10
607.81,608.10
607.59,608.09
607.59,608.09
607.51,608.09
607.51,608.08
607.51,608.08
607.55,608.08
607.55,608.08
607.55,608.07
607.55,608.07
607.55,608.07
607.65,608.06
607.65,608.06
607.59,608.06
607.59,608.06
607.65,608.05
607.65,608.05
607.65,608.05
607.55,608.05
607.55,608.04
607.51,608.04
607.51,608.04
607.51,608.04
607.43,608.03
607.43,608.03
607.65,608.03
607.65,608.02
607.65,608.02
607.53,608.02
607.53,608.02
607.47,608.01
607.47,608.01
607.47,608.01
613.74,608.04
613.74,608.07
607.54,608.07
607.54,608.07
607.73,608.06
607.73,608.06
607.73,608.06
607.57,608.06
607.57,608.05
607.63,608.05
607.63,608.05
607.63,608.05
607.58,608.04
607.58,608.04
607.45,608.04
607.45,608.03
607.45,608.03
607.58,608.03
607.58,608.02
607.54,608.02
607.54,608.02
607.54,608.02
607.39,608.01
607.39,608.01
616.09,608.06
616.09,608.11
607.56,608.11
607.56,608.10
607.56,608.10
607.33,608.09
607.33,608.09
607.49,608.08
607.49,608.08
607.49,608.07
607.66,608.07
607.66,608.07
607.30,608.06
607.30,608.06
607.30,608.05
607.42,608.05
607.42,608.04
607.56,608.04
607.56,608.04
607.64,608.04
607.64,608.03
607.64,608.03
607.42,608.03
607.42,608.02
611.20,608.04
611.20,608.07
611.20,608.09
607.45,608.08
607.45,608.08
607.50,608.07
607.50,608.07
607.50,608.07
607.55,608.06
607.55,608.06
607.65,608.06
607.65,608.05
607.65,608.05
607.75,608.05
